age,task_category,difficulty,points,past_completion_rate,current_streak,total_tasks_assigned,day_of_week,time_of_day,performance_level,streak_x_completion,age_x_difficulty,points_x_completion,success
10,3,2,65,0.34,20,62,1,13,3,6.800000000000001,20,22.1,0
13,3,2,60,0.03,14,95,5,0,0,0.42,26,1.7999999999999998,0
10,1,0,10,0.41,13,58,1,2,4,5.33,0,4.1,1
17,2,2,20,0.32,17,32,4,14,3,5.44,34,6.4,0
17,0,0,80,0.87,16,43,1,14,8,13.92,0,69.6,1
14,8,0,20,0.29,30,93,4,5,2,8.7,0,5.8,1
9,1,0,80,0.1,7,1,6,13,1,0.7000000000000001,0,8.0,0
14,0,2,60,0.53,1,53,4,8,5,0.53,28,31.8,0
13,3,1,85,0.93,13,57,1,6,9,12.09,13,79.05,1
13,6,1,55,0.67,1,52,3,15,6,0.67,13,36.85,1
10,5,2,60,0.45,7,95,6,10,4,3.15,20,27.0,1
17,0,1,75,0.48,21,17,2,0,4,10.08,17,36.0,1
9,0,0,55,0.69,25,96,4,20,6,17.25,0,37.949999999999996,1
14,8,2,15,0.03,17,41,6,10,0,0.51,28,0.44999999999999996,0
13,7,0,35,0.34,16,38,6,11,3,5.44,0,11.9,1
17,7,2,25,0.05,0,20,2,3,0,0.0,34,1.25,0
5,4,0,60,0.06,14,95,6,9,0,0.84,0,3.5999999999999996,0
6,6,1,5,0.52,3,55,6,21,5,1.56,6,2.6,1
6,1,1,60,0.63,13,12,1,20,6,8.19,6,37.8,1
9,0,2,45,0.44,20,46,0,1,4,8.8,18,19.8,1
9,5,2,50,0.03,20,71,4,4,0,0.6,18,1.5,0
7,7,0,65,0.87,18,80,5,1,8,15.66,0,56.55,1
15,6,1,100,0.79,19,31,2,13,7,15.010000000000002,15,79.0,1
15,5,2,85,0.95,29,87,1,20,9,27.549999999999997,30,80.75,1
11,3,2,35,0.4,15,18,6,5,4,6.0,22,14.0,0
9,5,1,85,0.92,3,63,0,16,9,2.7600000000000002,9,78.2,1
16,3,0,60,0.06,24,99,2,20,0,1.44,0,3.5999999999999996,1
15,2,1,45,0.65,27,79,5,22,6,17.55,15,29.25,1
11,6,2,40,0.67,1,99,0,23,6,0.67,22,26.8,1
5,4,1,35,0.59,30,91,4,0,5,17.7,5,20.65,1
9,8,2,70,0.5,5,41,0,9,5,2.5,18,35.0,0
5,9,1,20,0.74,1,73,4,16,7,0.74,5,14.8,1
12,3,0,80,0.82,30,76,4,3,8,24.599999999999998,0,65.6,1
11,6,2,90,0.1,28,3,1,20,1,2.8000000000000003,22,9.0,0
13,4,1,100,0.11,5,71,0,11,1,0.55,13,11.0,1
11,4,1,45,0.93,12,20,2,14,9,11.16,11,41.85,1
8,1,0,60,0.22,3,17,3,12,2,0.66,0,13.2,1
14,8,1,65,0.17,27,21,6,18,1,4.590000000000001,14,11.05,1
10,7,2,95,0.94,15,36,2,1,9,14.1,20,89.3,1
13,0,2,95,0.65,19,58,0,14,6,12.35,26,61.75,1
8,3,0,55,0.77,3,55,0,8,7,2.31,0,42.35,1
7,6,0,45,0.83,24,33,3,2,8,19.919999999999998,0,37.35,1
11,5,0,45,0.26,3,48,1,13,2,0.78,0,11.700000000000001,1
9,4,1,85,0.74,4,77,6,13,7,2.96,9,62.9,1
16,9,1,60,0.26,21,87,6,18,2,5.46,16,15.600000000000001,1
17,1,0,75,0.56,8,77,4,15,5,4.48,0,42.00000000000001,1
11,2,0,100,0.19,17,25,3,7,1,3.23,0,19.0,1
14,6,1,30,0.31,5,61,5,13,3,1.55,14,9.3,1
5,7,1,20,0.31,8,98,2,0,3,2.48,5,6.2,0
17,2,1,20,0.19,6,37,1,10,1,1.1400000000000001,17,3.8,1
11,1,2,35,0.14,30,56,5,4,1,4.2,22,4.9,0
6,3,2,45,0.94,27,89,2,11,9,25.38,12,42.3,1
6,0,2,60,0.27,4,81,2,4,2,1.08,12,16.200000000000003,0
12,5,0,60,0.4,17,65,5,1,4,6.800000000000001,0,24.0,1
13,4,2,85,0.92,22,2,3,5,9,20.240000000000002,26,78.2,1
12,1,0,65,0.19,9,5,5,21,1,1.71,0,12.35,1
7,9,0,80,0.53,3,94,6,7,5,1.59,0,42.400000000000006,1
7,6,1,30,0.45,7,20,3,4,4,3.15,7,13.5,1
12,7,2,70,0.44,13,79,2,16,4,5.72,24,30.8,0
6,9,2,50,0.76,17,58,5,22,7,12.92,12,38.0,1
12,4,2,25,0.98,9,35,4,19,9,8.82,24,24.5,1
8,1,0,70,0.49,20,64,1,23,4,9.8,0,34.3,1
17,6,1,85,0.26,26,78,0,21,2,6.76,17,22.1,1
10,3,1,70,0.9,20,65,1,5,9,18.0,10,63.0,1
5,3,0,65,0.12,22,92,6,6,1,2.6399999999999997,0,7.8,1
6,7,1,100,0.01,7,39,0,6,0,0.07,6,1.0,0
13,8,0,35,0.2,20,41,6,21,2,4.0,0,7.0,1
16,1,2,5,0.11,12,36,4,0,1,1.32,32,0.55,0
7,3,1,25,0.54,27,16,6,19,5,14.580000000000002,7,13.5,1
8,8,2,100,0.64,11,25,0,3,6,7.04,16,64.0,1
10,4,2,40,0.56,17,13,2,15,5,9.520000000000001,20,22.400000000000002,1
8,4,0,55,0.58,2,3,5,12,5,1.16,0,31.9,1
17,6,0,85,0.42,5,31,5,12,4,2.1,0,35.699999999999996,1
10,0,1,65,0.04,4,53,5,5,0,0.16,10,2.6,0
17,2,1,80,0.55,19,17,1,10,5,10.450000000000001,17,44.0,1
6,8,2,25,0.87,28,55,5,3,8,24.36,12,21.75,1
17,3,1,10,0.96,4,9,0,16,9,3.84,17,9.6,1
9,0,0,55,0.87,27,79,4,15,8,23.49,0,47.85,1
15,0,1,25,0.71,28,68,0,1,7,19.88,15,17.75,1
14,9,1,60,0.18,30,55,4,12,1,5.3999999999999995,14,10.799999999999999,1
11,5,0,90,0.21,17,12,6,12,2,3.57,0,18.9,1
13,2,0,50,0.04,30,29,3,6,0,1.2,0,2.0,1
5,8,2,75,0.08,8,97,1,18,0,0.64,10,6.0,0
5,3,2,5,0.6,30,20,0,1,6,18.0,10,3.0,1
10,6,0,65,0.8,15,1,5,5,8,12.0,0,52.0,1
15,4,1,50,0.51,10,84,3,19,5,5.1,15,25.5,1
13,8,2,100,0.17,7,22,3,7,1,1.1900000000000002,26,17.0,0
13,1,1,30,0.15,25,27,1,4,1,3.75,13,4.5,0
15,2,1,45,0.04,9,76,5,21,0,0.36,15,1.8,0
8,8,2,50,0.49,28,48,2,7,4,13.719999999999999,16,24.5,0
13,8,1,50,0.36,8,59,4,1,3,2.88,13,18.0,1
5,7,2,95,0.17,8,97,3,6,1,1.36,10,16.150000000000002,0
11,6,2,85,0.24,26,45,2,20,2,6.24,22,20.4,0
15,5,2,5,0.28,29,44,4,7,2,8.120000000000001,30,1.4000000000000001,0
10,0,0,80,0.75,1,79,4,1,7,0.75,0,60.0,1
16,3,0,75,0.79,3,81,0,7,7,2.37,0,59.25,1
17,5,2,85,0.0,6,27,1,3,0,0.0,34,0.0,0
17,5,2,70,0.58,8,3,0,1,5,4.64,34,40.599999999999994,1
6,4,1,5,0.09,19,87,1,6,0,1.71,6,0.44999999999999996,0
10,2,0,70,0.17,5,50,0,21,1,0.8500000000000001,0,11.9,1
14,3,0,65,0.74,4,98,3,12,7,2.96,0,48.1,1
8,3,0,65,0.09,1,71,1,6,0,0.09,0,5.85,1
6,7,0,75,0.12,25,75,2,10,1,3.0,0,9.0,1
12,4,0,55,0.76,19,86,5,18,7,14.44,0,41.8,1
10,0,2,15,0.6,22,2,0,10,6,13.2,20,9.0,1
11,7,0,60,0.16,13,29,2,19,1,2.08,0,9.6,1
10,1,1,70,0.24,5,34,0,7,2,1.2,10,16.8,0
5,2,2,30,0.81,16,97,3,15,8,12.96,10,24.3,1
6,0,1,70,0.33,13,3,1,9,3,4.29,6,23.1,0
8,5,1,75,0.44,2,86,2,18,4,0.88,8,33.0,1
5,5,1,15,0.5,6,20,1,22,5,3.0,5,7.5,1
12,9,2,80,0.69,21,99,2,5,6,14.489999999999998,24,55.199999999999996,1
11,1,1,85,0.46,29,67,4,22,4,13.34,11,39.1,1
13,9,2,20,0.4,23,71,6,7,4,9.200000000000001,26,8.0,1
6,7,0,55,0.87,3,12,0,8,8,2.61,0,47.85,1
7,4,0,30,0.29,25,65,2,11,2,7.249999999999999,0,8.7,1
9,6,1,35,0.07,21,27,3,2,0,1.4700000000000002,9,2.45,0
16,7,2,45,0.09,28,1,5,13,0,2.52,32,4.05,0
11,9,1,50,0.9,10,84,0,17,9,9.0,11,45.0,1
10,7,2,5,0.19,0,16,5,2,1,0.0,20,0.95,0
12,6,0,75,0.03,3,27,5,1,0,0.09,0,2.25,1
15,2,1,35,0.53,27,12,5,16,5,14.31,15,18.55,1
15,1,1,30,0.03,7,41,3,18,0,0.21,15,0.8999999999999999,0
11,5,1,45,0.01,2,73,0,21,0,0.02,11,0.45,0
17,5,1,25,0.78,23,8,5,14,7,17.94,17,19.5,1
13,2,1,15,0.12,27,36,1,8,1,3.2399999999999998,13,1.7999999999999998,0
17,2,1,15,0.84,8,61,2,9,8,6.72,17,12.6,1
15,6,1,25,0.27,24,68,1,4,2,6.48,15,6.75,1
8,0,2,70,0.89,28,38,1,23,8,24.92,16,62.300000000000004,1
6,1,1,85,0.26,1,29,4,19,2,0.26,6,22.1,0
17,5,0,55,0.61,7,36,5,13,6,4.27,0,33.55,1
11,5,0,15,0.85,15,37,3,8,8,12.75,0,12.75,1
10,3,0,20,0.95,24,35,4,10,9,22.799999999999997,0,19.0,1
5,6,0,55,0.65,9,14,0,22,6,5.8500000000000005,0,35.75,1
8,7,2,20,0.93,20,87,2,20,9,18.6,16,18.6,1
11,3,2,20,0.76,0,64,4,19,7,0.0,22,15.2,1
15,0,2,80,0.54,18,88,5,10,5,9.72,30,43.2,1
12,6,0,20,0.56,24,68,1,0,5,13.440000000000001,0,11.200000000000001,1
9,1,2,55,0.63,30,36,5,9,6,18.9,18,34.65,1
12,4,1,40,0.24,22,29,2,20,2,5.279999999999999,12,9.6,1
15,9,1,40,0.43,19,62,0,3,4,8.17,15,17.2,1
15,6,2,60,0.16,30,47,6,7,1,4.8,30,9.6,0
6,7,1,10,0.25,0,73,1,15,2,0.0,6,2.5,0
5,1,2,20,0.52,19,51,4,18,5,9.88,10,10.4,0
9,0,2,100,0.36,18,3,2,23,3,6.4799999999999995,18,36.0,0
17,5,0,100,0.35,29,74,1,16,3,10.149999999999999,0,35.0,1
6,8,1,75,0.73,12,51,4,1,7,8.76,6,54.75,1
11,3,2,100,0.61,28,23,2,2,6,17.08,22,61.0,1
11,1,0,100,0.35,8,5,6,22,3,2.8,0,35.0,1
16,6,0,80,0.51,28,79,0,16,5,14.280000000000001,0,40.8,1
13,0,1,85,0.8,2,98,0,4,8,1.6,13,68.0,1
15,1,1,95,0.33,4,71,1,5,3,1.32,15,31.35,1
8,3,0,30,0.33,15,64,1,11,3,4.95,0,9.9,1
5,3,2,60,0.94,28,55,0,13,9,26.32,10,56.4,1
7,7,2,20,0.96,8,12,1,8,9,7.68,14,19.2,1
17,2,1,80,0.19,6,41,5,15,1,1.1400000000000001,17,15.2,1
12,4,0,20,0.68,9,93,1,0,6,6.12,0,13.600000000000001,1
14,4,0,10,0.44,7,62,2,3,4,3.08,0,4.4,1
10,8,1,15,0.62,19,37,1,10,6,11.78,10,9.3,1
5,5,2,25,0.66,27,43,1,20,6,17.82,10,16.5,1
17,0,2,60,0.36,27,95,5,17,3,9.719999999999999,34,21.599999999999998,1
12,7,2,100,0.22,9,86,6,5,2,1.98,24,22.0,0
12,3,1,95,0.35,4,29,4,23,3,1.4,12,33.25,1
15,1,1,15,0.13,4,11,1,10,1,0.52,15,1.9500000000000002,0
6,1,2,15,0.24,6,7,0,0,2,1.44,12,3.5999999999999996,0
12,5,0,60,0.95,21,6,1,8,9,19.95,0,57.0,1
11,9,1,85,0.83,26,37,5,23,8,21.58,11,70.55,1
6,2,0,25,0.82,4,24,1,5,8,3.28,0,20.5,1
5,8,1,40,0.52,10,91,6,15,5,5.2,5,20.8,1
5,9,1,35,0.58,26,14,1,15,5,15.079999999999998,5,20.299999999999997,1
5,8,1,90,0.88,30,67,1,15,8,26.4,5,79.2,1
14,2,0,40,0.95,3,55,6,23,9,2.8499999999999996,0,38.0,1
13,2,0,65,0.65,16,1,4,19,6,10.4,0,42.25,1
8,7,0,60,0.11,7,10,3,17,1,0.77,0,6.6,1
16,9,2,90,0.79,25,32,4,0,7,19.75,32,71.10000000000001,1
8,7,2,45,0.98,14,95,6,7,9,13.719999999999999,16,44.1,1
13,1,0,40,0.79,14,8,5,8,7,11.06,0,31.6,1
14,4,1,30,0.31,11,41,2,0,3,3.41,14,9.3,1
12,7,0,5,0.32,7,46,2,20,3,2.24,0,1.6,1
13,8,0,35,0.92,17,93,0,21,9,15.64,0,32.2,1
6,8,0,90,0.81,18,84,5,7,8,14.580000000000002,0,72.9,1
13,5,0,25,0.73,17,36,3,15,7,12.41,0,18.25,1
14,8,0,55,0.52,23,46,1,14,5,11.96,0,28.6,1
6,5,1,50,0.1,28,31,1,23,1,2.8000000000000003,6,5.0,0
5,7,0,65,0.41,21,64,0,20,4,8.61,0,26.65,1
15,6,0,40,0.09,18,9,5,13,0,1.6199999999999999,0,3.5999999999999996,1
16,1,0,95,0.33,23,29,0,19,3,7.590000000000001,0,31.35,1
8,7,0,20,0.84,8,88,0,7,8,6.72,0,16.8,1
12,7,2,15,0.97,0,100,1,15,9,0.0,24,14.549999999999999,1
14,3,0,70,0.1,17,75,1,1,1,1.7000000000000002,0,7.0,1
5,4,1,85,0.13,15,19,6,3,1,1.9500000000000002,5,11.05,0
11,2,1,75,0.97,9,17,2,13,9,8.73,11,72.75,1
13,4,1,40,0.15,28,42,0,13,1,4.2,13,6.0,1
10,2,2,100,0.02,22,29,3,14,0,0.44,20,2.0,0
14,1,0,5,0.81,5,96,5,1,8,4.050000000000001,0,4.050000000000001,1
14,5,1,90,0.81,19,3,6,7,8,15.39,14,72.9,1
10,5,0,90,0.1,19,97,6,13,1,1.9000000000000001,0,9.0,1
13,4,1,55,0.44,30,91,3,23,4,13.2,13,24.2,1
16,8,0,75,0.26,5,5,2,8,2,1.3,0,19.5,1
5,5,0,60,0.92,21,42,3,15,9,19.32,0,55.2,1
17,4,0,95,0.79,1,15,5,12,7,0.79,0,75.05,1
15,7,1,100,0.74,21,32,0,0,7,15.54,15,74.0,1
6,3,1,15,0.3,1,45,5,20,3,0.3,6,4.5,0
13,0,1,80,0.02,2,33,6,8,0,0.04,13,1.6,0
11,5,1,85,0.26,1,2,0,9,2,0.26,11,22.1,0
5,0,1,70,0.25,11,33,4,14,2,2.75,5,17.5,0
11,8,0,50,0.73,17,57,2,5,7,12.41,0,36.5,1
10,6,0,50,0.99,17,75,4,4,9,16.83,0,49.5,1
9,6,1,25,0.32,13,8,0,6,3,4.16,9,8.0,0
16,7,2,55,0.74,2,65,0,5,7,1.48,32,40.7,1
15,1,1,60,0.18,21,48,0,17,1,3.78,15,10.799999999999999,1
15,1,1,95,0.33,0,40,1,3,3,0.0,15,31.35,1
10,0,1,15,0.78,8,10,5,13,7,6.24,10,11.700000000000001,1
15,4,1,80,0.86,23,85,3,6,8,19.78,15,68.8,1
17,1,2,10,0.69,28,30,6,5,6,19.32,34,6.8999999999999995,1
16,3,0,95,0.46,15,8,1,11,4,6.9,0,43.7,1
9,6,0,70,0.51,29,38,2,12,5,14.790000000000001,0,35.7,1
14,6,1,60,0.76,20,65,4,5,7,15.2,14,45.6,1
9,4,0,90,0.23,16,99,0,2,2,3.68,0,20.7,1
17,3,1,25,0.27,23,88,5,8,2,6.210000000000001,17,6.75,1
17,7,2,100,0.82,5,100,4,14,8,4.1,34,82.0,1
16,5,2,15,0.72,8,39,4,18,7,5.76,32,10.799999999999999,1
9,0,0,95,0.66,12,44,6,17,6,7.92,0,62.7,1
9,6,0,95,0.15,23,38,4,23,1,3.4499999999999997,0,14.25,1
17,8,1,90,0.02,30,62,6,7,0,0.6,17,1.8,1
12,6,2,80,0.42,8,74,3,6,4,3.36,24,33.6,1
5,5,0,45,0.86,11,15,4,3,8,9.459999999999999,0,38.7,1
13,7,0,70,0.13,17,74,3,9,1,2.21,0,9.1,1
12,6,1,70,0.43,30,52,6,1,4,12.9,12,30.099999999999998,1
16,9,0,95,0.12,6,47,1,12,1,0.72,0,11.4,1
9,2,1,95,0.66,19,27,0,14,6,12.540000000000001,9,62.7,1
11,9,1,5,0.53,11,54,6,14,5,5.83,11,2.6500000000000004,1
10,9,0,5,0.63,27,84,3,23,6,17.01,0,3.15,1
17,3,2,95,0.65,26,54,3,1,6,16.900000000000002,34,61.75,1
15,4,1,75,0.48,15,15,2,1,4,7.199999999999999,15,36.0,1
10,7,1,10,0.13,11,96,0,22,1,1.4300000000000002,10,1.3,0
6,5,1,50,0.26,9,5,5,19,2,2.34,6,13.0,0
16,9,2,55,0.46,10,17,2,12,4,4.6000000000000005,32,25.3,0
8,7,1,45,0.93,17,35,2,10,9,15.81,8,41.85,1
16,5,2,80,0.39,26,97,5,13,3,10.14,32,31.200000000000003,1
8,3,1,45,0.97,0,91,2,0,9,0.0,8,43.65,1
14,5,0,5,0.69,5,61,5,15,6,3.4499999999999997,0,3.4499999999999997,1
7,8,2,25,0.47,18,42,5,16,4,8.459999999999999,14,11.75,0
12,0,2,90,0.58,8,21,5,20,5,4.64,24,52.199999999999996,1
11,6,0,40,0.41,13,79,4,0,4,5.33,0,16.4,1
17,2,1,70,0.68,9,34,4,5,6,6.12,17,47.6,1
15,9,1,35,0.69,1,8,3,19,6,0.69,15,24.15,1
11,1,1,60,0.22,15,100,3,21,2,3.3,11,13.2,1
13,4,0,45,0.49,13,37,4,2,4,6.37,0,22.05,1
14,1,1,35,0.94,13,75,2,0,9,12.219999999999999,14,32.9,1
15,7,0,55,0.61,11,5,0,12,6,6.71,0,33.55,1
14,1,1,70,0.61,16,8,3,19,6,9.76,14,42.699999999999996,1
13,2,0,10,0.48,1,3,4,2,4,0.48,0,4.8,1
8,3,2,50,0.82,18,3,1,6,8,14.76,16,41.0,1
17,7,1,40,0.18,13,74,6,22,1,2.34,17,7.199999999999999,1
7,4,2,50,0.1,0,12,5,12,1,0.0,14,5.0,0
15,9,2,60,0.91,19,16,0,20,9,17.29,30,54.6,1
16,2,2,50,0.42,8,6,1,2,4,3.36,32,21.0,0
13,2,2,75,0.99,28,13,2,13,9,27.72,26,74.25,1
10,9,1,20,0.98,20,19,0,6,9,19.6,10,19.6,1
8,9,2,10,0.99,19,50,3,21,9,18.81,16,9.9,1
11,9,1,25,0.22,30,38,6,6,2,6.6,11,5.5,1
13,3,2,80,0.36,27,87,5,9,3,9.719999999999999,26,28.799999999999997,1
7,8,2,50,0.38,15,93,3,7,3,5.7,14,19.0,0
9,8,2,55,0.05,7,2,6,23,0,0.35000000000000003,18,2.75,0
7,7,1,25,0.68,2,59,4,6,6,1.36,7,17.0,1
6,6,0,60,0.05,26,43,2,6,0,1.3,0,3.0,1
7,6,1,100,0.61,8,84,5,9,6,4.88,7,61.0,1
15,8,0,75,0.14,30,72,5,14,1,4.2,0,10.500000000000002,1
17,7,2,40,0.73,28,86,4,18,7,20.439999999999998,34,29.2,1
9,9,0,30,0.86,30,56,3,5,8,25.8,0,25.8,1
13,7,1,45,0.5,17,50,4,2,5,8.5,13,22.5,1
5,4,0,75,0.38,27,22,4,12,3,10.26,0,28.5,1
14,6,1,30,0.83,9,13,5,10,8,7.47,14,24.9,1
12,3,0,85,0.05,0,37,0,8,0,0.0,0,4.25,1
5,7,0,95,0.07,19,100,6,8,0,1.33,0,6.65,1
8,3,1,10,0.99,5,55,2,14,9,4.95,8,9.9,1
13,1,1,100,0.4,25,46,2,0,4,10.0,13,40.0,1
6,9,0,60,0.21,2,85,0,0,2,0.42,0,12.6,1
6,5,2,50,0.37,14,29,0,7,3,5.18,12,18.5,0
12,0,2,10,0.72,22,9,5,22,7,15.84,24,7.199999999999999,1
12,4,2,35,0.09,30,58,2,13,0,2.6999999999999997,24,3.15,0
5,7,0,5,0.18,3,91,5,14,1,0.54,0,0.8999999999999999,1
8,7,0,40,0.83,15,82,5,1,8,12.45,0,33.199999999999996,1
6,0,0,50,0.57,13,21,0,17,5,7.409999999999999,0,28.499999999999996,1
14,2,0,45,0.02,0,54,0,6,0,0.0,0,0.9,0
10,4,2,95,0.43,12,7,1,20,4,5.16,20,40.85,0
10,1,1,40,0.34,23,6,6,8,3,7.82,10,13.600000000000001,1
12,1,0,90,0.71,0,5,2,10,7,0.0,0,63.9,1
5,1,1,40,0.92,22,15,4,10,9,20.240000000000002,5,36.800000000000004,1
14,6,0,25,0.48,19,100,1,22,4,9.12,0,12.0,1
9,7,1,100,0.44,1,42,2,16,4,0.44,9,44.0,1
10,6,0,55,0.47,0,35,1,5,4,0.0,0,25.849999999999998,1
9,6,1,10,0.39,28,34,5,23,3,10.92,9,3.9000000000000004,1
16,8,1,20,0.78,24,63,2,8,7,18.72,16,15.600000000000001,1
6,8,0,80,0.78,3,15,2,17,7,2.34,0,62.400000000000006,1
13,1,1,10,0.37,17,3,0,18,3,6.29,13,3.7,1
12,5,1,80,0.04,5,52,3,23,0,0.2,12,3.2,0
13,6,1,10,0.26,23,38,0,9,2,5.98,13,2.6,1
9,2,2,45,0.77,23,52,3,20,7,17.71,18,34.65,1
5,8,2,10,0.7,27,6,0,10,7,18.9,10,7.0,1
6,3,1,85,0.66,24,23,3,16,6,15.84,6,56.1,1
9,9,1,10,0.29,8,9,3,23,2,2.32,9,2.9,0
13,1,1,25,0.87,29,1,3,12,8,25.23,13,21.75,1
15,8,0,75,0.65,1,55,4,2,6,0.65,0,48.75,1
9,3,1,60,0.58,4,86,1,19,5,2.32,9,34.8,1
16,7,1,70,0.74,21,7,2,8,7,15.54,16,51.8,1
6,7,0,55,0.04,25,64,3,0,0,1.0,0,2.2,1
6,7,1,20,0.71,17,1,0,14,7,12.07,6,14.2,1
12,8,1,30,0.51,11,47,3,13,5,5.61,12,15.3,1
6,8,2,70,0.92,15,6,3,13,9,13.8,12,64.4,1
12,2,2,15,0.6,5,23,4,7,6,3.0,24,9.0,1
6,4,0,5,0.95,18,20,0,11,9,17.099999999999998,0,4.75,1
7,7,0,60,0.62,17,29,1,13,6,10.54,0,37.2,1
12,4,2,10,0.9,21,74,0,5,9,18.900000000000002,24,9.0,1
15,0,1,95,0.58,8,37,5,14,5,4.64,15,55.099999999999994,1
15,6,2,90,0.99,17,4,0,5,9,16.83,30,89.1,1
15,2,1,65,0.8,1,69,1,13,8,0.8,15,52.0,1
6,0,2,90,0.04,11,63,6,21,0,0.44,12,3.6,0
5,1,1,30,0.72,23,84,3,22,7,16.56,5,21.599999999999998,1
8,7,0,40,0.9,29,44,4,11,9,26.1,0,36.0,1
14,1,1,20,0.39,28,49,6,2,3,10.92,14,7.800000000000001,1
11,6,0,95,0.41,25,45,4,12,4,10.25,0,38.949999999999996,1
16,3,1,10,0.13,11,32,6,12,1,1.4300000000000002,16,1.3,0
13,7,0,25,0.81,19,19,1,10,8,15.39,0,20.25,1
9,5,0,90,0.99,29,3,3,19,9,28.71,0,89.1,1
9,0,2,75,0.56,29,60,6,6,5,16.240000000000002,18,42.00000000000001,1
15,8,1,20,0.82,17,26,5,9,8,13.94,15,16.4,1
6,0,0,5,0.44,10,70,2,16,4,4.4,0,2.2,1
9,3,2,95,0.23,0,97,0,8,2,0.0,18,21.85,0
11,0,0,55,0.84,22,54,0,22,8,18.48,0,46.199999999999996,1
13,9,2,80,0.89,12,36,4,21,8,10.68,26,71.2,1
8,7,1,100,0.8,9,37,3,19,8,7.2,8,80.0,1
5,5,2,90,0.82,1,34,3,0,8,0.82,10,73.8,1
7,7,2,85,0.58,5,59,3,8,5,2.9,14,49.3,1
8,0,2,10,0.32,20,7,6,3,3,6.4,16,3.2,0
14,8,1,80,0.33,15,27,4,16,3,4.95,14,26.400000000000002,1
17,0,2,50,0.18,9,4,3,5,1,1.6199999999999999,34,9.0,0
13,2,2,55,0.78,14,21,2,10,7,10.92,26,42.9,1
8,2,0,60,0.69,30,69,2,2,6,20.7,0,41.4,1
10,5,0,20,0.19,5,33,3,2,1,0.95,0,3.8,1
6,7,2,85,0.47,24,100,2,0,4,11.28,12,39.949999999999996,1
16,5,0,35,0.98,19,96,5,3,9,18.62,0,34.3,1
13,4,0,85,0.02,23,12,6,9,0,0.46,0,1.7,1
6,2,0,5,0.49,20,6,2,23,4,9.8,0,2.45,1
10,1,1,70,0.58,29,28,1,4,5,16.82,10,40.599999999999994,1
12,6,2,100,0.15,24,49,4,18,1,3.5999999999999996,24,15.0,0
14,4,1,40,0.51,26,79,1,1,5,13.26,14,20.4,1
14,2,2,60,0.18,6,78,0,12,1,1.08,28,10.799999999999999,0
5,5,1,35,0.41,1,57,0,4,4,0.41,5,14.35,1
6,3,1,35,0.61,9,79,0,4,6,5.49,6,21.349999999999998,1
15,5,2,15,0.57,28,56,3,18,5,15.959999999999999,30,8.549999999999999,1
9,3,1,50,0.21,13,45,5,22,2,2.73,9,10.5,0
8,1,2,50,0.9,30,41,5,19,9,27.0,16,45.0,1
17,4,1,70,0.55,3,48,0,17,5,1.6500000000000001,17,38.5,1
14,5,0,50,0.38,7,84,0,17,3,2.66,0,19.0,1
12,9,2,95,0.48,13,100,1,7,4,6.24,24,45.6,1
15,0,0,35,0.01,4,27,1,7,0,0.04,0,0.35000000000000003,0
13,3,0,95,0.39,24,19,2,0,3,9.36,0,37.050000000000004,1
14,2,1,5,0.26,0,100,2,7,2,0.0,14,1.3,0
13,6,1,70,0.52,14,6,6,15,5,7.28,13,36.4,1
15,2,1,10,0.74,14,41,3,23,7,10.36,15,7.4,1
13,9,1,70,0.2,16,4,2,6,2,3.2,13,14.0,0
12,3,2,10,0.84,24,68,1,6,8,20.16,24,8.4,1
8,0,2,75,0.03,19,75,4,5,0,0.57,16,2.25,0
9,7,1,10,0.63,14,47,0,16,6,8.82,9,6.3,1
16,6,0,20,0.0,16,85,5,20,0,0.0,0,0.0,1
11,3,1,75,0.53,21,23,4,20,5,11.13,11,39.75,1
15,1,1,90,0.95,12,2,0,12,9,11.399999999999999,15,85.5,1
17,6,2,85,0.06,29,21,3,18,0,1.74,34,5.1,0
5,4,2,30,0.37,17,87,2,12,3,6.29,10,11.1,0
10,8,0,70,0.55,2,87,3,19,5,1.1,0,38.5,1
7,2,2,50,0.1,19,79,6,14,1,1.9000000000000001,14,5.0,0
14,7,0,35,0.12,17,8,4,6,1,2.04,0,4.2,1
9,8,2,5,0.62,29,45,5,8,6,17.98,18,3.1,1
9,8,1,90,0.57,30,35,4,7,5,17.099999999999998,9,51.3,1
8,4,1,55,0.54,29,89,3,23,5,15.66,8,29.700000000000003,1
15,2,1,10,0.18,6,9,5,16,1,1.08,15,1.7999999999999998,0
16,0,1,70,0.75,13,39,0,10,7,9.75,16,52.5,1
15,9,2,80,0.64,9,29,5,0,6,5.76,30,51.2,1
13,7,2,90,0.01,22,28,3,16,0,0.22,26,0.9,0
7,5,2,40,0.44,4,54,5,16,4,1.76,14,17.6,0
13,7,0,50,0.99,2,43,6,10,9,1.98,0,49.5,1
12,8,2,20,0.23,23,57,1,22,2,5.29,24,4.6000000000000005,0
6,4,0,20,0.84,21,44,3,4,8,17.64,0,16.8,1
9,7,2,100,0.28,23,33,1,6,2,6.44,18,28.000000000000004,0
6,7,2,30,0.45,23,5,2,20,4,10.35,12,13.5,0
14,7,1,70,0.13,16,40,6,0,1,2.08,14,9.1,0
12,8,1,65,0.25,0,98,0,10,2,0.0,12,16.25,1
9,6,1,25,0.12,19,90,3,16,1,2.28,9,3.0,0
